AGENCYNAME,city,STATE,opbudget2019,opbudget_2021_2022,source
rutland town police department,center rutland,VT,425186,,
sac county sheriff's office,sac,IA,1153912,,
sacramento county sheriff's department,sacramento,CA,556488969,369626288,https://counties.bythenumbers.sco.ca.gov/#!/year/2021/operating/0/subcategory_1/Police+Protection/0/entity_name
sacramento police department,sacramento,CA,147028812,221300000,https://abc7ny.com/where-police-departments-defunded-how-does-funding-impact-crime-defund-the-budgets/12324846/
saginaw township police department,saginaw,MI,7001955,5178000,https://policescorecard.org/
sahuarita police department,sahuarita,AZ,8500000,,
saint ansgar police department,st. ansgar,IA,125412,,
saint charles county police department,o fallon,MO,19068672,22434118,https://www.stcharlescitymo.gov/ArchiveCenter/ViewFile/Item/156
saint charles police department,st. charles,MO,20611514,21595000,https://policescorecard.org/
saint cloud police department,st. cloud,MN,19200000,19364000,https://policescorecard.org/
saint john police department,st. john,KS,243500,,
saint johns county sheriff's office,st. augustine,FL,82272408,61980000,https://policescorecard.org/
saint johns police department,st. johns,AZ,990000,,
saint joseph county police department,south bend,IN,12267666,17298000,https://policescorecard.org/
saint joseph police department,st. joseph,MI,4100000,1800000,https://micommunityfinancials.michigan.gov/#!/browse?filterType=CITY&lat=44.022893636582694&lng=-83.88786025699642&zoom=6.586616922592568&year=2021&showSidebar=yes
saint joseph police department,st. joseph,MO,19934161,17945000,https://policescorecard.org/
saint louis county police department,st. louis,MO,136708269,133600000,https://abc7ny.com/where-police-departments-defunded-how-does-funding-impact-crime-defund-the-budgets/12324846/
saint louis county sheriff's office,duluth,MN,83328477,28901000,https://policescorecard.org/
saint louis metro police department,st. louis,MO,171426114,202215000,https://policescorecard.org/
saint louis park police department,st louis park,MN,18466736,13042000,https://policescorecard.org/
saint lucie county sheriff's office,fort pierce,FL,86634607,62779000,https://policescorecard.org/
saint martin parish sheriff's office,st. martinville,LA,14367797,6204000,https://policescorecard.org/
saint martinville police department,st. martinville,LA,7671487,17760640,https://lla.la.gov/publicreports.nsf/0/b25f7b0ac9491bba862587c10056835c/$file/000256ed.pdf
saint marys police department,st. marys,WV,442200,,
saint matthews police department,st. matthews,SC,559250,,
saint paris police department,st. paris,OH,5436556,,
saint paul police department,st. paul,MN,100637713,128700000,https://abc7ny.com/where-police-departments-defunded-how-does-funding-impact-crime-defund-the-budgets/12324846/
saint paul police department,st. paul,VA,6908501,,
saint peters police department,st. peters,MO,14600445,13685000,https://policescorecard.org/
saint petersburg police department,st. petersburg,FL,1.15e+08,124900000,https://abc7ny.com/where-police-departments-defunded-how-does-funding-impact-crime-defund-the-budgets/12324846/
salem police department,salem,MA,10999961,10411000,https://policescorecard.org/
salem police department,salem,NH,9890571,10314000,https://policescorecard.org/
salem police department,salem,OR,46944140,46771000,https://policescorecard.org/
salem police department,salem,SC,122000,,
salinas police department,salinas,CA,53791203,55841032,https://cities.bythenumbers.sco.ca.gov/#!/year/2021/operating/0/subcategory_2/Police_Current+Expenditures/0/entity_name
saline county sheriff's office,wilber,NE,2805884,,
saline police department,saline,MI,2443785,2240000,https://micommunityfinancials.michigan.gov/#!/browse?filterType=CITY&lat=44.022893636582694&lng=-83.88786025699642&zoom=6.586616922592568&year=2021&showSidebar=yes
salisbury city police,salisbury,MD,12573864,13512000,https://policescorecard.org/
salisbury police department,salisbury,NC,7324747,9409000,https://policescorecard.org/
salt lake city police department,salt lake,UT,82235729,80751000,https://policescorecard.org/
saltsburg borough police department,saltsburg borough,PA,6641701,46304,https://dced.pa.gov/local-government/municipal-statistics/
san angelo police department,san angelo,TX,22285766,21728000,https://policescorecard.org/
san antonio police department,san antonio,TX,483591991,501300000,https://abc7ny.com/where-police-departments-defunded-how-does-funding-impact-crime-defund-the-budgets/12324846/
san bernardino county sheriff's office,san bernardino,CA,693156820,800600000,https://abc7ny.com/where-police-departments-defunded-how-does-funding-impact-crime-defund-the-budgets/12324846/
san bernardino police department,san bernardino,CA,81404707,85401695,https://cities.bythenumbers.sco.ca.gov/#!/year/2021/operating/0/subcategory_2/Police_Current+Expenditures/0/entity_name
san diego county sheriff's office,san diego,CA,967106780,526813329,https://counties.bythenumbers.sco.ca.gov/#!/year/2021/operating/0/subcategory_1/Police+Protection/0/entity_name
san diego police department,san diego,CA,539262929,601200000,https://abc7ny.com/where-police-departments-defunded-how-does-funding-impact-crime-defund-the-budgets/12324846/
san francisco police department,san francisco,CA,692322316,657400000,https://abc7ny.com/where-police-departments-defunded-how-does-funding-impact-crime-defund-the-budgets/12324846/
san joaquin county sheriff's office,french camp,CA,88618754,61262285,https://counties.bythenumbers.sco.ca.gov/#!/year/2021/operating/0/subcategory_1/Police+Protection/0/entity_name
san jose police department,san jose,CA,464466750,498100000,https://abc7ny.com/where-police-departments-defunded-how-does-funding-impact-crime-defund-the-budgets/12324846/
san juan county sheriff's office,aztec,NM,12542800,9037000,https://policescorecard.org/
san luis obispo county sheriff/coroner's office,san luis obispo,CA,80777848,42761043,https://counties.bythenumbers.sco.ca.gov/#!/year/2021/operating/0/subcategory_1/Police+Protection/0/entity_name
san luis police department,san luis,AZ,5591650,4596000,https://policescorecard.org/
san marcos police department,san marcos,TX,16710498,19325000,https://policescorecard.org/
san mateo county sheriff's office,redwood,CA,282542533,162314163,https://counties.bythenumbers.sco.ca.gov/#!/year/2021/operating/0/subcategory_1/Police+Protection/0/entity_name
san mateo police department,san mateo,CA,98628372,48912380,https://cities.bythenumbers.sco.ca.gov/#!/year/2021/operating/0/subcategory_2/Police_Current+Expenditures/0/entity_name
san miguel county sheriff's office,las vegas,NM,1850249,739000,https://policescorecard.org/
sandersville police department,sandersville,MS,290500,,
sands point village police department,sands point,NY,3700000,"4,159,882",https://wwe1.osc.state.ny.us/localgov/findata/financial-data-for-local-governments.cfm
sandy city police department,sandy,UT,1.5e+07,30014000,https://policescorecard.org/
sandy springs police department,sandy springs,GA,19400000,21887000,https://georgiadata.org/
sanford police department,sanford,CO,55969,,
sanford police department,sanford,FL,16924942,18098000,https://policescorecard.org/
sanford police department,sanford,NC,9731418,9350000,https://policescorecard.org/
sansom park police department,sansom park,TX,1e+06,,
santa ana police department,santa ana,CA,131568820,152300000,https://abc7ny.com/where-police-departments-defunded-how-does-funding-impact-crime-defund-the-budgets/12324846/
santa barbara county sheriff's office,santa barbara,CA,143529874,87004552,https://counties.bythenumbers.sco.ca.gov/#!/year/2021/operating/0/subcategory_1/Police+Protection/0/entity_name
santa barbara police department,santa barbara,CA,4.8e+07,42866205,https://cities.bythenumbers.sco.ca.gov/#!/year/2021/operating/0/subcategory_2/Police_Current+Expenditures/0/entity_name
santa clara county sheriff's office,san jose,CA,194404249,178969585,https://counties.bythenumbers.sco.ca.gov/#!/year/2021/operating/0/subcategory_1/Police+Protection/0/entity_name
santa clara police department,santa clara,CA,102030477,74922688,https://cities.bythenumbers.sco.ca.gov/#!/year/2021/operating/0/subcategory_2/Police_Current+Expenditures/0/entity_name
santa cruz county sheriff's office,santa cruz,CA,83720513,45271376,https://counties.bythenumbers.sco.ca.gov/#!/year/2021/operating/0/subcategory_1/Police+Protection/0/entity_name
santa cruz police department,santa cruz,CA,3.1e+07,25817561,https://cities.bythenumbers.sco.ca.gov/#!/year/2021/operating/0/subcategory_2/Police_Current+Expenditures/0/entity_name
santa fe police department,santa fe,NM,28248228,11985000,https://policescorecard.org/
santa maria police department,santa maria,CA,79073908,37324022,https://cities.bythenumbers.sco.ca.gov/#!/year/2021/operating/0/subcategory_2/Police_Current+Expenditures/0/entity_name
santa monica police department,santa monica,CA,100418376,97318895,https://cities.bythenumbers.sco.ca.gov/#!/year/2021/operating/0/subcategory_2/Police_Current+Expenditures/0/entity_name
santa paula police department,santa paula,CA,7933663,8182032,https://cities.bythenumbers.sco.ca.gov/#!/year/2021/operating/0/subcategory_2/Police_Current+Expenditures/0/entity_name
santa rosa county sheriff's office,milton,FL,47117461,54359000,https://policescorecard.org/
santa rosa police department,santa rosa,CA,65750684,68528133,https://cities.bythenumbers.sco.ca.gov/#!/year/2021/operating/0/subcategory_2/Police_Current+Expenditures/0/entity_name
sarasota county sheriff's office,sarasota,FL,56581771,91060000,https://policescorecard.org/
sarasota police department,sarasota,FL,34831328,145924000,https://policescorecard.org/
saratoga county sheriff's office,ballston spa,NY,70688504,"246,061",https://wwe1.osc.state.ny.us/localgov/findata/financial-data-for-local-governments.cfm
sardis police department,sardis,AL,166966,,
sardis police department,sardis,GA,7789635,,
sarpy county sheriff's office,papillion,NE,65021336,16793000,https://policescorecard.org/
sartell police department,sartell,MN,2947780,,
satsuma police department,satsuma,AL,1313943,,
saugus police department,saugus,MA,8500000,,
sauk rapids police department,sauk rapids,MN,2445800,3252000,https://policescorecard.org/
sauk village police department,sauk village,IL,3202202,,
sausalito police department,sausalito,CA,16323300,6229574,https://cities.bythenumbers.sco.ca.gov/#!/year/2021/operating/0/subcategory_2/Police_Current+Expenditures/0/entity_name
savannah police department,savannah,GA,59354375,66042827,https://georgiadata.org/
savannah police department,savannah,MO,475000,,
sawyer police department,sawyer,OK,163833,,
sayre borough police department,sayre borough,PA,1203104,1165291,https://dced.pa.gov/local-government/municipal-statistics/
sayre police department,sayre,OK,782500,,
scappoose police department,scappoose,OR,7683123,1456000,https://policescorecard.org/
schaumburg police department,schaumburg,IL,30694375,"27,632,881",https://illinoiscomptroller.gov/constituent-services/local-government/local-government-warehouse/landingpage?code=001/000/00
schenectady city police department,schenectady,NY,20297280,"21,455,998",https://wwe1.osc.state.ny.us/localgov/findata/financial-data-for-local-governments.cfm
schley county sheriff's department,ellaville,GA,8220745,,
schuyler county sheriff's office,rushville,IL,4494283,"1,110,829",https://illinoiscomptroller.gov/constituent-services/local-government/local-government-warehouse/landingpage?code=001/000/00
schuyler county sheriff's office,watkins glen,NY,4771138,"1,747,390",https://wwe1.osc.state.ny.us/localgov/findata/financial-data-for-local-governments.cfm
scituate police department,scituate,MA,3758553,3688000,https://policescorecard.org/
scotland county sheriff's office,laurinburg,NC,8248953,12001478,https://www.scotlandcounty.org/ArchiveCenter/ViewFile/Item/457
scott city police department,scott,KS,826837,671000,https://policescorecard.org/
scott county sheriff's department,scottsburg,IN,2642888,273435,https://gateway.ifionline.org/report_builder/Default3a.aspx?rpttype=budget&rpt=DetailedExpenditures&rptName=Line-Item%20Budget%20Estimate
scott police department,scott,LA,12341679,3079000,https://policescorecard.org/
scott township police department,scott township,PA,3694380,3717459,https://dced.pa.gov/local-government/municipal-statistics/
scotts bluff county sheriff's office,gering,NE,2100000,3936000,https://policescorecard.org/
scotts hill police department,scotts hill,TN,101868,131000,https://policescorecard.org/
scottsboro police department,scottsboro,AL,4917674,4299000,https://policescorecard.org/
scottsdale police department,scottsdale,AZ,109110143,155900000,https://abc7ny.com/where-police-departments-defunded-how-does-funding-impact-crime-defund-the-budgets/12324846/
scranton city police department,scranton,PA,10956666,23944000,https://policescorecard.org/
scribner police department,scribner,NE,140000,,
seal beach police department,seal beach,CA,11811300,13260798,https://cities.bythenumbers.sco.ca.gov/#!/year/2021/operating/0/subcategory_2/Police_Current+Expenditures/0/entity_name
seaman police department,seaman,OH,3286344,,
seaside heights police,seaside heights,NJ,4665363,4450000,https://policescorecard.org/
seattle police department,seattle,WA,398561697,355900000,https://abc7ny.com/where-police-departments-defunded-how-does-funding-impact-crime-defund-the-budgets/12324846/
sebastian county sheriff's office,fort smith,AR,11500000,,
sebewaing police department,sebewaing,MI,369025,334880,https://micommunityfinancials.michigan.gov/#!/browse?filterType=CITY&lat=44.022893636582694&lng=-83.88786025699642&zoom=6.586616922592568&year=2021&showSidebar=yes
sebring police department,sebring,OH,816178,,
sedgwick county sheriff's office,wichita,KS,57528679,33084000,https://policescorecard.org/
seekonk police department,seekonk,MA,4400000,,
seguin police department,seguin,TX,8043792,8151000,https://policescorecard.org/
selma police department,selma,AL,9108218,4912000,https://policescorecard.org/
selma police department,selma,NC,10067224,1738000,https://policescorecard.org/
seminole county sheriff's office,sanford,FL,124985600,93480000,https://policescorecard.org/
seminole police department,seminole,OK,965000,1156000,https://policescorecard.org/
seneca police department,seneca,KS,3765201,,
seneca police department,seneca,MO,519450,485000,https://policescorecard.org/
seneca police department,seneca,SC,10353825,3528000,https://policescorecard.org/
sequoyah county sheriff's office,sallisaw,OK,2958300,,
seven points police department,seven points,TX,998725,,
sevier county sheriff's office,sevierville,TN,14900000,9494000,https://policescorecard.org/
seymour police department,seymour,IN,5070397,5264000,https://policescorecard.org/
seymour police department,seymour,TX,5776334,"538,155",https://cityofseymour.org/wp-content/uploads/2021/09/2021-2022-City-of-Seymour-Financial-Statement.pdf
shackelford county sheriff's office,albany,TX,1064299,,
shade township police department,cairnbrook,PA,80000,10287,https://dced.pa.gov/local-government/municipal-statistics/
shafter police department,shafter,CA,6875136,6982219,https://cities.bythenumbers.sco.ca.gov/#!/year/2021/operating/0/subcategory_2/Police_Current+Expenditures/0/entity_name
shakopee police department,shakopee,MN,9e+06,9203000,https://policescorecard.org/
shallowater police department,shallowater,TX,6451219,433354,https://shallowatertx.us/wp-content/uploads/2022/01/Budget-Summary-2021-22-Adopted-Budget.pdf
shamokin dam borough police department,shamokin dam borough,PA,5680587,332450,https://dced.pa.gov/local-government/municipal-statistics/
shannon county sheriff's office,eminence,MO,3348463,335546,https://auditor.mo.gov/AuditReport/ViewReport?report=2024002
shaw police department,shaw,MS,6078678,306000,https://policescorecard.org/
shawangunk town police department,wallkill,NY,9294625,"888,240",https://wwe1.osc.state.ny.us/localgov/findata/financial-data-for-local-governments.cfm
shawnee county sheriff's office,topeka,KS,18871162,27481000,https://policescorecard.org/
shawnee police department,shawnee,OH,1672996,,
shawneetown police department,shawneetown,IL,3386089,"129,098",https://illinoiscomptroller.gov/constituent-services/local-government/local-government-warehouse/landingpage?code=001/000/00
shelby county sheriff's department,shelbyville,IN,5600000,2897083,https://gateway.ifionline.org/report_builder/Default3a.aspx?rpttype=budget&rpt=DetailedExpenditures&rptName=Line-Item%20Budget%20Estimate
shelby county sheriff's office,columbiana,AL,23714509,15742000,https://policescorecard.org/
shelby county sheriff's office,memphis,TN,176882680,179572000,https://policescorecard.org/
shelby county sheriff's office,center,TX,12734907,,
shelbyville police department,shelbyville,TN,3031287,3108000,https://policescorecard.org/
shelton police department,shelton,CT,7700000,6022000,https://policescorecard.org/
shenandoah borough police department,shenandoah borough,PA,5343559,444141,https://dced.pa.gov/local-government/municipal-statistics/
shenandoah police department,shenandoah,TX,20597266,"3,466,627",https://www.shenandoahtx.us/DocumentCenter/View/4253/Adopted-Budget-2021-2022
shenango township police department,new castle,PA,713895,1096976,https://dced.pa.gov/local-government/municipal-statistics/
shepherdstown police department,shepherdstown,WV,425694,,
sherborn police department,sherborn,MA,13354254,,
shiocton police department,shiocton,WI,175000,,
shorter police department,shorter,AL,4852962,,
shortsville village police department,shortsville,NY,2654679,"28,594",https://wwe1.osc.state.ny.us/localgov/findata/financial-data-for-local-governments.cfm
shoshoni police department,shoshoni,WY,186000,,
shreveport police department,shreveport,LA,59966400,65103900,https://www.shreveportla.gov/DocumentCenter/View/18582/2021-Annual-Operating-Budget_updated1
shrewsbury police department,st. louis,MO,2604051,"2,602,349",https://cms5.revize.com/revize/shrewsburymo/government/finance/budgets/FiscalYear2021BudgetFinal.pdf
sibley police department,sibley,LA,180000,,
sierra county sheriff's office,truth or consequences,NM,8339328,,
sigourney police department,sigourney,IA,275000,,
silver city police department,silver,NM,1300000,3655000,https://policescorecard.org/
silver lake police department,silver lake,IN,152286,48000,https://gateway.ifionline.org/report_builder/Default3a.aspx?rpttype=budget&rpt=DetailedExpenditures&rptName=Line-Item%20Budget%20Estimate
silver lake police department,silver lake,KS,4804425,,
silvis police department,silvis,IL,1905000,"2,928,171",https://illinoiscomptroller.gov/constituent-services/local-government/local-government-warehouse/landingpage?code=001/000/00
simi valley police department,simi valley,CA,36131593,35419301,https://cities.bythenumbers.sco.ca.gov/#!/year/2021/operating/0/subcategory_2/Police_Current+Expenditures/0/entity_name
simsboro police department,simsboro,LA,4098589,,
sioux center police department,sioux center,IA,877703,878000,https://policescorecard.org/
sioux city police department,sioux,IA,22649749,21095000,https://policescorecard.org/
sioux county sheriff's office,orange,IA,9317957,,
sioux county sheriff's office,fort yates,ND,75000,,
sioux falls police department,sioux falls,SD,38990750,38654000,https://policescorecard.org/
siren police department,siren,WI,309833,,
sisseton police department,sisseton,SD,3847500,597000,https://policescorecard.org/
sistersville police department,sistersville,WV,4306235,,
skiatook police department,skiatook,OK,1922120,1886000,https://policescorecard.org/
skokie police department,skokie,IL,18050021,"24,864,210",https://illinoiscomptroller.gov/constituent-services/local-government/local-government-warehouse/landingpage?code=001/000/00
slatington borough police department,slatington borough,PA,820000,767654,https://dced.pa.gov/local-government/municipal-statistics/
slaton police department,slaton,TX,1e+06,,
sleepy eye police department,sleepy eye,MN,606700,789000,https://policescorecard.org/
smith county sheriff's office,tyler,TX,96401587,12665000,https://policescorecard.org/
smith township police department,slovan,PA,390000,40835,https://dced.pa.gov/local-government/municipal-statistics/
smithfield police department,smithfield,NC,13838600,3561000,https://policescorecard.org/
smithfield police department,smithfield,UT,1137660,1051000,https://policescorecard.org/
smyth county sheriff's office,marion,VA,2975436,3117000,https://policescorecard.org/
sneads police department,sneads,FL,445453,,
snohomish county sheriff's office,everett,WA,78089817,68994000,https://policescorecard.org/
snowmass village police department,snowmass village,CO,2187005,,
snyder police department,snyder,TX,2096485,,
socorro county sheriff's office,socorro,NM,15113260,1378813,https://www.socorronm.gov/wp-content/uploads/2023/02/LGBMS-FY-21.pdf
solano county sheriff's office,fairfield,CA,119815177,101696847,https://counties.bythenumbers.sco.ca.gov/#!/year/2021/operating/0/subcategory_1/Police+Protection/0/entity_name
somers town police department,somers,NY,7e+05,"908,175",https://wwe1.osc.state.ny.us/localgov/findata/financial-data-for-local-governments.cfm
somerset county sheriff's office,somerville borough,NJ,7443724,,
somerset police department,somerset,KY,5e+06,3891000,https://policescorecard.org/
somerset police department,somerset,WI,4777915,,
somerville police department,somerville,MA,17400021,19783000,https://policescorecard.org/
somerville police department,somerville,TX,4e+05,,
sonoma county sheriff's office,santa rosa,CA,184901167,95539978,https://counties.bythenumbers.sco.ca.gov/#!/year/2021/operating/0/subcategory_1/Police+Protection/0/entity_name
south bend police department,south bend,IN,79359470,45739000,https://policescorecard.org/
south bend police department,south bend,WA,6e+05,,
south brunswick police,monmouth junction,NJ,12153700,11310000,https://policescorecard.org/
south charleston police department,south charleston,OH,350000,,
south fulton police department,south fulton,TN,509217,,
south heights borough police department,south heights borough,PA,6705360,68806,https://dced.pa.gov/local-government/municipal-statistics/
south holland police department,south holland,IL,10616697,7105000,https://policescorecard.org/
south kingstown police,wakefield,RI,9817362,10765000,https://policescorecard.org/
south milwaukee police department,south milwaukee,WI,4600000,,
south ogden city police department,south ogden,UT,11007810,3393000,https://policescorecard.org/
south orange police,south orange,NJ,16982563,4867000,https://policescorecard.org/
south palm beach public safety department,south palm beach,FL,12197998,,
south park township police department,south park,PA,3020000,2467561,https://dced.pa.gov/local-government/municipal-statistics/
south rockwood police department,south rockwood,MI,375000,351110,https://micommunityfinancials.michigan.gov/#!/browse?filterType=CITY&lat=44.022893636582694&lng=-83.88786025699642&zoom=6.586616922592568&year=2021&showSidebar=yes
south roxana police department,south roxana,IL,809000,"353,169",https://illinoiscomptroller.gov/constituent-services/local-government/local-government-warehouse/landingpage?code=001/000/00
south shore police department,south shore,KY,4224196,,
southampton police department,southampton,MA,932990,904000,https://policescorecard.org/
southampton town police department,hampton bays,NY,24024379,"20,873,842",https://wwe1.osc.state.ny.us/localgov/findata/financial-data-for-local-governments.cfm
southaven police department,southaven,MS,75706179,,
southbridge police department,southbridge,MA,3474505,,
southfield police department,southfield,MI,2.6e+07,28127000,https://policescorecard.org/
southwest harbor police department,southwest harbor,ME,822036,,
spalding county sheriff's department,griffin,GA,18290282,8967000,https://georgiadata.org/
spalding police department,spalding,NE,4450529,,
sparkman police department,sparkman,AR,5031693,,
sparks police department,sparks,NV,3.2e+07,33126000,https://policescorecard.org/
sparta police department,sparta,IL,1787139,"1,712,464",https://illinoiscomptroller.gov/constituent-services/local-government/local-government-warehouse/landingpage?code=001/000/00
sparta police department,sparta,MI,791745,788160,https://micommunityfinancials.michigan.gov/#!/browse?filterType=CITY&lat=44.022893636582694&lng=-83.88786025699642&zoom=6.586616922592568&year=2021&showSidebar=yes
spartanburg county sheriff's office,spartanburg,SC,26443202,41475000,https://policescorecard.org/
spartanburg police department,spartanburg,SC,71727333,11960000,https://policescorecard.org/
spaulding police department,spaulding,IL,1e+05,"106,967",https://illinoiscomptroller.gov/constituent-services/local-government/local-government-warehouse/landingpage?code=001/000/00
spencer county sheriff's office,taylorsville,KY,720000,909000,https://policescorecard.org/
spencer police department,spencer,OK,6352929,,
spink county sheriff's office,redfield,SD,638352,,
spirit lake police department,spirit lake,IA,1220760,1249000,https://policescorecard.org/
spokane county sheriff's office,spokane,WA,46070029,69100000,https://abc7ny.com/where-police-departments-defunded-how-does-funding-impact-crime-defund-the-budgets/12324846/
spokane police department,spokane,WA,61831752,68919000,https://policescorecard.org/
sportsmen acres police department,pryor,OK,4562195,,
spotsylvania county sheriff's office,spotsylvania courthouse,VA,24267944,22742000,https://policescorecard.org/
spring city borough police department,spring borough,PA,13089410,359478,https://dced.pa.gov/local-government/municipal-statistics/
springdale police department,springdale,AR,18732990,20016320,https://www.springdalear.gov/documents/government/financial-transparency/city-budget/405138
springdale police department,springdale,SC,7436034,,
springfield police department,springfield,IL,65106017,"47,906,322",https://illinoiscomptroller.gov/constituent-services/local-government/local-government-warehouse/landingpage?code=001/000/00
springfield police department,springfield,MA,49973520,50744000,https://policescorecard.org/
springfield police department,springfield,MO,42605053,70145000,https://policescorecard.org/
springfield police department,springfield,OH,15194703,,
springfield township police department,quakertown,PA,4645855,6448000,https://policescorecard.org/
springfield township police department - mahoning,new springfield,OH,1100000,,
springtown police department,springtown,TX,1100000,,
spur police department,spur,TX,7245188,143240,https://www.co.dickens.tx.us/upload/page/10567/City%20of%20Spur_2021-2022%20Proposed%20Budget.pdf
st charles parish sheriff's office,hahnville,LA,46433669,46957000,https://policescorecard.org/
st clairsville police department,st. clairsville,OH,1006270,,
st james parish sheriff's office,convent,LA,64691796,13207000,https://policescorecard.org/
st john the baptist parish sheriff's office,laplace,LA,3.6e+07,31789000,https://policescorecard.org/
st landry parish sheriff's office,opelousas,LA,14299247,8837000,https://policescorecard.org/
st mary parish sheriff's office,franklin,LA,63308776,7623000,https://policescorecard.org/
st mary's county sheriff's office,leonardtown,MD,42574724,30971000,https://policescorecard.org/
st michaels police,st michaels,MD,1200000,,
st tammany parish sheriff's office,covington,LA,71207051,69937000,https://policescorecard.org/
st. bernard parish sheriff's office,chalmette,LA,24890000,27623481,https://lla.la.gov/publicreports.nsf/0/1bd20ecb9a5c8a9c8625893c006c34ba/$file/00000850.pdf
st. george police department,st. george,UT,63950623,15134000,https://policescorecard.org/
stafford county sheriff's office,stafford courthouse,VA,29545492,32889000,https://policescorecard.org/
stallings police department,stallings,NC,2538100,2595500,https://www.stallingsnc.org/Portals/0/Stallings/Departments/Finance/Documents/FY2021/FY2021%20BUDGET%20ORDINANCE_2.pdf?ver=sn-SbvncHsjBnt99FlWm3w%3d%3d
stamford police department,stamford,CT,5.2e+07,41246000,https://policescorecard.org/
stanfield police department,stanfield,NC,4425594,0,
stanhope police,stanhope,NJ,1184728,,
stanislaus county sheriff's office,modesto,CA,153398980,68485440,https://counties.bythenumbers.sco.ca.gov/#!/year/2021/operating/0/subcategory_1/Police+Protection/0/entity_name
stanly county sheriff's office,albemarle,NC,9879573,"24,073,098",https://logos.nctreasurer.com/Reporting/Report/External?applicationCode=AFIR
stanton county sheriff's department,johnson,KS,350000,,
stanton county sheriff's office,stanton,NE,450000,,
starbuck police department,starbuck,MN,5e+05,,
stark county sheriff's office,canton,OH,24900807,19161000,https://policescorecard.org/
starkville police department,starkville,MS,5e+06,5150000,https://policescorecard.org/
starr county sheriff's office,rio grande,TX,2346492,2851236,https://www.co.starr.tx.us/upload/page/6467/docs/Budget2022-2023.pdf
staunton police department,staunton,IL,977575,"1,266,637",https://illinoiscomptroller.gov/constituent-services/local-government/local-government-warehouse/landingpage?code=001/000/00
staunton police department,staunton,VA,5284566,6022000,https://policescorecard.org/
ste genevieve police department,st.e genevieve,MO,1075225,,
steilacoom department of public safety,steilacoom,WA,2606721,,
stephens county sheriff's office,breckenridge,TX,530934,1388025,https://www.co.stephens.tx.us/upload/page/2602/Proposed%20Budgets/2021%20Budget%20Prop%202.pdf
sterling heights police department,sterling heights,MI,3.5e+07,34384000,https://policescorecard.org/
steuben county sheriff's department,angola,IN,2550389,1613000,https://policescorecard.org/
steuben county sheriff's office,bath,NY,11700000,"5,270,382",https://wwe1.osc.state.ny.us/localgov/findata/financial-data-for-local-governments.cfm
steubenville police department,steubenville,OH,3850897,,
stewart county sheriff's office,dover,TN,6823077,,
stilwell police department,stilwell,OK,1e+06,,
stockton police department,stockton,CA,135600000,152900000,https://abc7ny.com/where-police-departments-defunded-how-does-funding-impact-crime-defund-the-budgets/12324846/
stockton police department,stockton,UT,131337,,
stoddard county sheriff's office,bloomfield,MO,6240535,,
stoneboro borough police department,stoneboro borough,PA,50000,45225,https://dced.pa.gov/local-government/municipal-statistics/
stover police department,stover,MO,187260,,
strasburg police department,strasburg,OH,5722736,,
stratford borough police,stratford borough,NJ,1776732,,
stratford police department,stratford downtown,CT,10957380,13331000,https://policescorecard.org/
stratford police department,stratford downtown,TX,12050018,,
streetsboro police department,streetsboro,OH,3439136,,
stringtown police department,stringtown,OK,3e+05,,
stuart police department,stuart,IA,7326533,,
sturgis police department,sturgis,MI,2923760,2940000,https://policescorecard.org/
suffolk county police department,yaphank,NY,702940082,"595,880,877",https://wwe1.osc.state.ny.us/localgov/findata/financial-data-for-local-governments.cfm
suffolk county sheriff's office,riverhead,NY,177441949,137600000,https://abc7ny.com/where-police-departments-defunded-how-does-funding-impact-crime-defund-the-budgets/12324846/
suffolk police department,suffolk,VA,28050816,26940000,https://policescorecard.org/
sugar land police department,sugar land,TX,21182327,27074000,https://policescorecard.org/
sulligent police department,sulligent,AL,395850,,
sullivan county sheriff's department,sullivan,IN,2157357,40000,https://policescorecard.org/
sullivan county sheriff's office,blountville,TN,23878573,12501000,https://policescorecard.org/
sullivan police department,sullivan,IL,3987671,"680,539",https://illinoiscomptroller.gov/constituent-services/local-government/local-government-warehouse/landingpage?code=001/000/00
sulphur springs police department,sulphur springs,TX,3250000,3986000,https://policescorecard.org/
sumas police department,sumas,WA,12434845,927000,https://policescorecard.org/
summerdale police department,summersdale,AL,6055035,,
summerhill township police department,beaverdale,PA,190512,5450,https://dced.pa.gov/local-government/municipal-statistics/
summersville police department,summersville,WV,1600000,,
summerville police department,summerville,SC,17103672,5410000,https://policescorecard.org/
summit county sheriff's office,akron,OH,4.36e+08,36494000,https://policescorecard.org/
summit police department,summit,IL,2e+06,6161000,https://policescorecard.org/
summitville police department,summitville,IN,40000,,
sumner county sheriff's office,gallatin,TN,24147368,15971000,https://policescorecard.org/
sumner police department,sumner,IA,3268274,,
sumter county sheriff's office,bushnell,FL,32750834,24744000,https://policescorecard.org/
sumter county sheriff's office,sumter,SC,11061945,22994000,https://policescorecard.org/
sumter police department,sumter,SC,10173931,13093000,https://policescorecard.org/
sunflower county sheriff's department,indianola,MS,850000,2029000,https://policescorecard.org/
sunnyvale department of public safety,sunnyvale,CA,98366896,47651880,https://cities.bythenumbers.sco.ca.gov/#!/year/2021/operating/0/subcategory_2/Police_Current+Expenditures/0/entity_name
sunrise police department,sunrise,FL,49318390,48158000,https://policescorecard.org/
superior police department,superior,NE,282742,,
