GISJOIN,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,AV0AA205,AV0AA205M
"G2601110","Michigan","26","260","Midland County","111","1110",83445,
"G2601130","Michigan","26","260","Missaukee County","113","1130",15075,
"G2601150","Michigan","26","260","Monroe County","115","1150",150000,
"G2601170","Michigan","26","260","Montcalm County","117","1170",63516,
"G2601190","Michigan","26","260","Montmorency County","119","1190",9270,
"G2601210","Michigan","26","260","Muskegon County","121","1210",173679,
"G2601230","Michigan","26","260","Newaygo County","123","1230",48687,
"G2601250","Michigan","26","260","Oakland County","125","1250",1255340,
"G2601270","Michigan","26","260","Oceana County","127","1270",26545,
"G2601290","Michigan","26","260","Ogemaw County","129","1290",20895,
"G2601310","Michigan","26","260","Ontonagon County","131","1310",5802,
"G2601330","Michigan","26","260","Osceola County","133","1330",23323,
"G2601350","Michigan","26","260","Oscoda County","135","1350",8282,
"G2601370","Michigan","26","260","Otsego County","137","1370",24613,
"G2601390","Michigan","26","260","Ottawa County","139","1390",289162,
"G2601410","Michigan","26","260","Presque Isle County","141","1410",12687,
"G2601430","Michigan","26","260","Roscommon County","143","1430",23863,
"G2601450","Michigan","26","260","Saginaw County","145","1450",191166,
"G2601510","Michigan","26","260","Sanilac County","151","1510",41179,
"G2601530","Michigan","26","260","Schoolcraft County","153","1530",8031,
"G2601550","Michigan","26","260","Shiawassee County","155","1550",68176,
"G2601470","Michigan","26","260","St. Clair County","147","1470",159285,
"G2601490","Michigan","26","260","St. Joseph County","149","1490",60789,
"G2601570","Michigan","26","260","Tuscola County","157","1570",52683,
"G2601590","Michigan","26","260","Van Buren County","159","1590",75416,
"G2601610","Michigan","26","260","Washtenaw County","161","1610",368385,
"G2601630","Michigan","26","260","Wayne County","163","1630",1753059,
"G2601650","Michigan","26","260","Wexford County","165","1650",33433,
"G2700010","Minnesota","27","270","Aitkin County","001","0010",15826,
"G2700030","Minnesota","27","270","Anoka County","003","0030",353775,
"G2700050","Minnesota","27","270","Becker County","005","0050",34227,
"G2700070","Minnesota","27","270","Beltrami County","007","0070",46784,
"G2700090","Minnesota","27","270","Benton County","009","0090",40476,
"G2700110","Minnesota","27","270","Big Stone County","011","0110",4974,
"G2700130","Minnesota","27","270","Blue Earth County","013","0130",67368,
"G2700150","Minnesota","27","270","Brown County","015","0150",25076,
"G2700170","Minnesota","27","270","Carlton County","017","0170",35709,
"G2700190","Minnesota","27","270","Carver County","019","0190",103561,
"G2700210","Minnesota","27","270","Cass County","021","0210",29462,
"G2700230","Minnesota","27","270","Chippewa County","023","0230",11876,
"G2700250","Minnesota","27","270","Chisago County","025","0250",55844,
"G2700270","Minnesota","27","270","Clay County","027","0270",64029,
"G2700290","Minnesota","27","270","Clearwater County","029","0290",8872,
"G2700310","Minnesota","27","270","Cook County","031","0310",5402,
"G2700330","Minnesota","27","270","Cottonwood County","033","0330",11279,
"G2700350","Minnesota","27","270","Crow Wing County","035","0350",64775,
"G2700370","Minnesota","27","270","Dakota County","037","0370",425271,
"G2700390","Minnesota","27","270","Dodge County","039","0390",20807,
"G2700410","Minnesota","27","270","Douglas County","041","0410",37820,
"G2700430","Minnesota","27","270","Faribault County","043","0430",13727,
"G2700450","Minnesota","27","270","Fillmore County","045","0450",21031,
"G2700470","Minnesota","27","270","Freeborn County","047","0470",30465,
"G2700490","Minnesota","27","270","Goodhue County","049","0490",46330,
"G2700510","Minnesota","27","270","Grant County","051","0510",5962,
"G2700530","Minnesota","27","270","Hennepin County","053","0530",1255296,
"G2700550","Minnesota","27","270","Houston County","055","0550",18670,
"G2700570","Minnesota","27","270","Hubbard County","057","0570",21287,
"G2700590","Minnesota","27","270","Isanti County","059","0590",40004,
"G2700610","Minnesota","27","270","Itasca County","061","0610",45180,
"G2700630","Minnesota","27","270","Jackson County","063","0630",9873,
"G2700650","Minnesota","27","270","Kanabec County","065","0650",16205,
"G2700670","Minnesota","27","270","Kandiyohi County","067","0670",42909,2
"G2700690","Minnesota","27","270","Kittson County","069","0690",4272,
"G2700710","Minnesota","27","270","Koochiching County","071","0710",12355,
"G2700730","Minnesota","27","270","Lac qui Parle County","073","0730",6645,
"G2700750","Minnesota","27","270","Lake County","075","0750",10571,
"G2700770","Minnesota","27","270","Lake of the Woods County","077","0770",3747,
"G2700790","Minnesota","27","270","Le Sueur County","079","0790",28425,
"G2700810","Minnesota","27","270","Lincoln County","081","0810",5641,
"G2700830","Minnesota","27","270","Lyon County","083","0830",25696,
"G2700870","Minnesota","27","270","Mahnomen County","087","0870",5508,
"G2700890","Minnesota","27","270","Marshall County","089","0890",9353,
"G2700910","Minnesota","27","270","Martin County","091","0910",19737,
"G2700850","Minnesota","27","270","McLeod County","085","0850",35788,
"G2700930","Minnesota","27","270","Meeker County","093","0930",23149,
"G2700950","Minnesota","27","270","Mille Lacs County","095","0950",25963,
"G2700970","Minnesota","27","270","Morrison County","097","0970",33119,
"G2700990","Minnesota","27","270","Mower County","099","0990",39931,
"G2701010","Minnesota","27","270","Murray County","101","1010",8247,
"G2701030","Minnesota","27","270","Nicollet County","103","1030",34176,
"G2701050","Minnesota","27","270","Nobles County","105","1050",21667,
"G2701070","Minnesota","27","270","Norman County","107","1070",6466,
"G2701090","Minnesota","27","270","Olmsted County","109","1090",156446,
"G2701110","Minnesota","27","270","Otter Tail County","111","1110",58416,
"G2701130","Minnesota","27","270","Pennington County","113","1130",14110,
"G2701150","Minnesota","27","270","Pine County","115","1150",29254,
"G2701170","Minnesota","27","270","Pipestone County","117","1170",9163,
"G2701190","Minnesota","27","270","Polk County","119","1190",31384,
"G2701210","Minnesota","27","270","Pope County","121","1210",11107,
"G2701230","Minnesota","27","270","Ramsey County","123","1230",546598,
"G2701250","Minnesota","27","270","Red Lake County","125","1250",4005,
"G2701270","Minnesota","27","270","Redwood County","127","1270",15193,
"G2701290","Minnesota","27","270","Renville County","129","1290",14572,
"G2701310","Minnesota","27","270","Rice County","131","1310",66549,
"G2701330","Minnesota","27","270","Rock County","133","1330",9386,
"G2701350","Minnesota","27","270","Roseau County","135","1350",15259,
"G2701390","Minnesota","27","270","Scott County","139","1390",147201,
"G2701410","Minnesota","27","270","Sherburne County","141","1410",96015,
"G2701430","Minnesota","27","270","Sibley County","143","1430",14871,
"G2701370","Minnesota","27","270","St. Louis County","137","1370",199499,
"G2701450","Minnesota","27","270","Stearns County","145","1450",159788,
"G2701470","Minnesota","27","270","Steele County","147","1470",36710,
"G2701490","Minnesota","27","270","Stevens County","149","1490",9770,
"G2701510","Minnesota","27","270","Swift County","151","1510",9329,2
"G2701530","Minnesota","27","270","Todd County","153","1530",24603,
"G2701550","Minnesota","27","270","Traverse County","155","1550",3282,
"G2701570","Minnesota","27","270","Wabasha County","157","1570",21564,
"G2701590","Minnesota","27","270","Wadena County","159","1590",13681,
"G2701610","Minnesota","27","270","Waseca County","161","1610",18658,
"G2701630","Minnesota","27","270","Washington County","163","1630",259072,
"G2701650","Minnesota","27","270","Watonwan County","165","1650",10903,
"G2701670","Minnesota","27","270","Wilkin County","167","1670",6264,
"G2701690","Minnesota","27","270","Winona County","169","1690",50744,
"G2701710","Minnesota","27","270","Wright County","171","1710",136387,
"G2701730","Minnesota","27","270","Yellow Medicine County","173","1730",9775,
"G2800010","Mississippi","28","280","Adams County","001","0010",31103,
"G2800030","Mississippi","28","280","Alcorn County","003","0030",37058,
"G2800050","Mississippi","28","280","Amite County","005","0050",12341,
"G2800070","Mississippi","28","280","Attala County","007","0070",18308,
"G2800090","Mississippi","28","280","Benton County","009","0090",8275,
"G2800110","Mississippi","28","280","Bolivar County","011","0110",31253,
"G2800130","Mississippi","28","280","Calhoun County","013","0130",14417,
"G2800150","Mississippi","28","280","Carroll County","015","0150",9972,
"G2800170","Mississippi","28","280","Chickasaw County","017","0170",17060,
"G2800190","Mississippi","28","280","Choctaw County","019","0190",8206,
"G2800210","Mississippi","28","280","Claiborne County","021","0210",9042,
"G2800230","Mississippi","28","280","Clarke County","023","0230",15612,
"G2800250","Mississippi","28","280","Clay County","025","0250",19515,
"G2800270","Mississippi","28","280","Coahoma County","027","0270",22685,
"G2800290","Mississippi","28","280","Copiah County","029","0290",28339,
"G2800310","Mississippi","28","280","Covington County","031","0310",18810,
"G2800330","Mississippi","28","280","DeSoto County","033","0330",182256,
"G2800350","Mississippi","28","280","Forrest County","035","0350",75162,
"G2800370","Mississippi","28","280","Franklin County","037","0370",7716,
"G2800390","Mississippi","28","280","George County","039","0390",24098,
"G2800410","Mississippi","28","280","Greene County","041","0410",13619,
"G2800430","Mississippi","28","280","Grenada County","043","0430",20927,
"G2800450","Mississippi","28","280","Hancock County","045","0450",47339,
"G2800470","Mississippi","28","280","Harrison County","047","0470",206169,
"G2800490","Mississippi","28","280","Hinds County","049","0490",235604,
"G2800510","Mississippi","28","280","Holmes County","051","0510",17414,
"G2800530","Mississippi","28","280","Humphreys County","053","0530",8198,
"G2800550","Mississippi","28","280","Issaquena County","055","0550",1223,204
"G2800570","Mississippi","28","280","Itawamba County","057","0570",23396,
"G2800590","Mississippi","28","280","Jackson County","059","0590",142872,
"G2800610","Mississippi","28","280","Jasper County","061","0610",16454,
"G2800630","Mississippi","28","280","Jefferson County","063","0630",7129,
"G2800650","Mississippi","28","280","Jefferson Davis County","065","0650",11182,
"G2800670","Mississippi","28","280","Jones County","067","0670",68307,
"G2800690","Mississippi","28","280","Kemper County","069","0690",9829,
"G2800710","Mississippi","28","280","Lafayette County","071","0710",54059,
"G2800730","Mississippi","28","280","Lamar County","073","0730",62693,
"G2800750","Mississippi","28","280","Lauderdale County","075","0750",75557,
"G2800770","Mississippi","28","280","Lawrence County","077","0770",12595,
"G2800790","Mississippi","28","280","Leake County","079","0790",22791,
"G2800810","Mississippi","28","280","Lee County","081","0810",85304,
"G2800830","Mississippi","28","280","Leflore County","083","0830",28764,
"G2800850","Mississippi","28","280","Lincoln County","085","0850",34197,
"G2800870","Mississippi","28","280","Lowndes County","087","0870",58896,
"G2800890","Mississippi","28","280","Madison County","089","0890",105482,
"G2800910","Mississippi","28","280","Marion County","091","0910",24785,
"G2800930","Mississippi","28","280","Marshall County","093","0930",35502,
"G2800950","Mississippi","28","280","Monroe County","095","0950",35559,
"G2800970","Mississippi","28","280","Montgomery County","097","0970",9956,
"G2800990","Mississippi","28","280","Neshoba County","099","0990",29250,
"G2801010","Mississippi","28","280","Newton County","101","1010",21215,
"G2801030","Mississippi","28","280","Noxubee County","103","1030",10566,
"G2801050","Mississippi","28","280","Oktibbeha County","105","1050",49593,
"G2801070","Mississippi","28","280","Panola County","107","1070",34079,
"G2801090","Mississippi","28","280","Pearl River County","109","1090",55512,
"G2801110","Mississippi","28","280","Perry County","111","1110",11981,
"G2801130","Mississippi","28","280","Pike County","113","1130",39365,
"G2801150","Mississippi","28","280","Pontotoc County","115","1150",31996,
"G2801170","Mississippi","28","280","Prentiss County","117","1170",25155,
"G2801190","Mississippi","28","280","Quitman County","119","1190",7038,
"G2801210","Mississippi","28","280","Rankin County","121","1210",154119,
"G2801230","Mississippi","28","280","Scott County","123","1230",28288,
"G2801250","Mississippi","28","280","Sharkey County","125","1250",4427,204
"G2801270","Mississippi","28","280","Simpson County","127","1270",26818,
"G2801290","Mississippi","28","280","Smith County","129","1290",15919,
"G2801310","Mississippi","28","280","Stone County","131","1310",18282,
"G2801330","Mississippi","28","280","Sunflower County","133","1330",25759,
"G2801350","Mississippi","28","280","Tallahatchie County","135","1350",14041,
"G2801370","Mississippi","28","280","Tate County","137","1370",28419,
"G2801390","Mississippi","28","280","Tippah County","139","1390",21976,
"G2801410","Mississippi","28","280","Tishomingo County","141","1410",19396,
"G2801430","Mississippi","28","280","Tunica County","143","1430",9807,
"G2801450","Mississippi","28","280","Union County","145","1450",28578,
"G2801470","Mississippi","28","280","Walthall County","147","1470",14423,
"G2801490","Mississippi","28","280","Warren County","149","1490",46030,
"G2801510","Mississippi","28","280","Washington County","151","1510",45072,
