assistance_transaction_unique_key,assistance_award_unique_key,award_id_fain,modification_number,award_id_uri,sai_number,federal_action_obligation,total_obligated_amount,total_outlayed_amount_for_overall_award,indirect_cost_federal_share_amount,non_federal_funding_amount,total_non_federal_funding_amount,face_value_of_loan,original_loan_subsidy_cost,total_face_value_of_loan,total_loan_subsidy_cost,generated_pragmatic_obligations,disaster_emergency_fund_codes_for_overall_award,outlayed_amount_from_COVID-19_supplementals_for_overall_award,obligated_amount_from_COVID-19_supplementals_for_overall_award,outlayed_amount_from_IIJA_supplemental_for_overall_award,obligated_amount_from_IIJA_supplemental_for_overall_award,action_date,action_date_fiscal_year,period_of_performance_start_date,period_of_performance_current_end_date,awarding_agency_code,awarding_agency_name,awarding_sub_agency_code,awarding_sub_agency_name,awarding_office_code,awarding_office_name,funding_agency_code,funding_agency_name,funding_sub_agency_code,funding_sub_agency_name,funding_office_code,funding_office_name,treasury_accounts_funding_this_award,federal_accounts_funding_this_award,object_classes_funding_this_award,program_activities_funding_this_award,recipient_uei,recipient_duns,recipient_name,recipient_name_raw,recipient_parent_uei,recipient_parent_duns,recipient_parent_name,recipient_parent_name_raw,recipient_country_code,recipient_country_name,recipient_address_line_1,recipient_address_line_2,recipient_city_code,recipient_city_name,prime_award_transaction_recipient_county_fips_code,recipient_county_name,prime_award_transaction_recipient_state_fips_code,recipient_state_code,recipient_state_name,recipient_zip_code,recipient_zip_last_4_code,prime_award_transaction_recipient_cd_original,prime_award_transaction_recipient_cd_current,recipient_foreign_city_name,recipient_foreign_province_name,recipient_foreign_postal_code,primary_place_of_performance_scope,primary_place_of_performance_country_code,primary_place_of_performance_country_name,primary_place_of_performance_code,primary_place_of_performance_city_name,prime_award_transaction_place_of_performance_county_fips_code,primary_place_of_performance_county_name,prime_award_transaction_place_of_performance_state_fips_code,primary_place_of_performance_state_name,primary_place_of_performance_zip_4,prime_award_transaction_place_of_performance_cd_original,prime_award_transaction_place_of_performance_cd_current,primary_place_of_performance_foreign_location,cfda_number,cfda_title,funding_opportunity_number,funding_opportunity_goals_text,assistance_type_code,assistance_type_description,transaction_description,prime_award_base_transaction_description,business_funds_indicator_code,business_funds_indicator_description,business_types_code,business_types_description,correction_delete_indicator_code,correction_delete_indicator_description,action_type_code,action_type_description,record_type_code,record_type_description,highly_compensated_officer_1_name,highly_compensated_officer_1_amount,highly_compensated_officer_2_name,highly_compensated_officer_2_amount,highly_compensated_officer_3_name,highly_compensated_officer_3_amount,highly_compensated_officer_4_name,highly_compensated_officer_4_amount,highly_compensated_officer_5_name,highly_compensated_officer_5_amount,usaspending_permalink,initial_report_date,last_modified_date
1550_2012NYFX0027_FY2012-2012NYFX0027-00-NON_16.541_00,ASST_NON_2012NYFX0027_1550,2012NYFX0027,00,FY2015-2012NYFX0027-02-NON-03,SAI NOT AVAILABLE,125000.00,507406.40,,,0.00,0.00,0.00,0.00,0.00,0.00,125000.00,,,,,,2012-09-28,2012,2012-10-01,2013-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,015-X-0405-000,015-0405,"41.0: Grants, subsidies, and contributions",0012: NATIONAL FORUM ON YOUTH VIOLENCE PREVENTION,HW91D5KJL727,137199266,"DETROIT, CITY OF",CITY OF DETROIT,GS94M2VMNMJ3,006530661,CITY OF DETROIT,"DETROIT, CITY OF",USA,UNITED STATES,1 WOODWARD AVENUE,,22000,DETROIT,26163,WAYNE,26,MI,MICHIGAN,48226,1628,MI-13,MI-13,,,,SINGLE ZIP CODE,USA,UNITED STATES,2622000,DETROIT,26163,WAYNE,26,MICHIGAN,482261628,MI-13,MI-13,,16.541,"PART E - DEVELOPING, TESTING AND DEMONSTRATING PROMISING NEW PROGRAMS",,,04,,DETROIT YOUTH VIOLENCE PREVENTION CAPACITY-BUILDING PROJECT,DETROIT YOUTH VIOLENCE PREVENTION CAPACITY-BUILDING PROJECT,NON,,X,OTHER,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012NYFX0027_1550/,2017-09-17,2012-12-04
1550_2012PFF2K001_FY2012-2012PFF2K001-00-NON_16.821_00,ASST_NON_2012PFF2K001_1550,2012PFF2K001,00,FY2017-2012PFF2K001-00-NON-01,SAI NOT AVAILABLE,699623.00,699623.00,,,0.00,0.00,0.00,0.00,0.00,0.00,699623.00,,,,,,2012-09-28,2012,2012-10-01,2015-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,VNAYDLRGSKU3,074803701,THE URBAN INSTITUTE,URBAN INSTITUTE,,,,,USA,UNITED STATES,2100 M STREET NW,,47900,WASHINGTON,11001,DISTRICT OF COLUMBIA,11,DC,DISTRICT OF COLUMBIA,20037,1207,DC-98,DC-98,,,,SINGLE ZIP CODE,USA,UNITED STATES,1147900,WASHINGTON,11001,DISTRICT OF COLUMBIA,11,DISTRICT OF COLUMBIA,200371207,DC-98,DC-98,,16.821,JUVENILE JUSTICE REFORM AND REINVESTMENT DEMONSTRATION PROGRAM,,,05,,EVALUATION OF OJJDP JJRRI DEMONSTRATION PROGRAMS,EVALUATION OF OJJDP JJRRI DEMONSTRATION PROGRAMS,NON,,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THEN INSTITUTION OF HIGHER EDUCATION),,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012PFF2K001_1550/,2017-09-17,2013-12-11
1550_2012MCFXK051_FY2012-2012MCFXK051-00-NON_16.543_00,ASST_NON_2012MCFXK051_1550,2012MCFXK051,00,FY2014-2012MCFXK051-02-NON-03,SAI NOT AVAILABLE,333859.00,1048836.00,,,0.00,0.00,0.00,0.00,0.00,0.00,333859.00,,,,,,2012-09-28,2012,2012-07-01,2013-06-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,SK2NKPN4UKL9,085127132,BEDFORD COUNTY,COUNTY OF BEDFORD,SK2NKPN4UKL9,085127132,BEDFORD COUNTY,"BEDFORD, COUNTY OF",USA,UNITED STATES,1345 FALLING CREEK RD.,,05544,BEDFORD,51515,BEDFORD,51,VA,VIRGINIA,24523,3935,VA-05,VA-09,,,,SINGLE ZIP CODE,USA,UNITED STATES,5105544,BEDFORD,51019,BEDFORD,51,VIRGINIA,245233935,VA-05,VA-09,,16.543,MISSING CHILDREN'S ASSISTANCE,,,05,,INTERNET CRIMES AGAINST CHILDREN,INTERNET CRIMES AGAINST CHILDREN,NON,,B,COUNTY GOVERNMENT,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012MCFXK051_1550/,2017-09-17,2012-12-04
1550_2010JFFX0001_FY2012-2010JFFX0001-02-NON_16.523_02,ASST_NON_2010JFFX0001_1550,2010JFFX0001,02,FY2013-2010JFFX0001-03-NON,SAI NOT AVAILABLE,1294456.00,3122736.00,,,0.00,0.00,0.00,0.00,0.00,0.00,1294456.00,,,,,,2012-09-28,2012,2010-10-01,2014-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,GBNGC495XA67,111089470,UNIVERSITY SYSTEM OF NEW HAMPSHIRE,UNIVERSITY OF NEW HAMPSHIRE,Z2QKFRGLGNL3,001765866,UNIVERSITY SYSTEM OF NEW HAMPSHIRE,UNIVERSITY SYSTEM OF NEW HAMPSHIRE,USA,UNITED STATES,"51 COLLEGE ROAD, SERVICE BUILDING",,19620,DURHAM,33017,STRAFFORD,33,NH,NEW HAMPSHIRE,03824,3585,NH-01,NH-01,,,,SINGLE ZIP CODE,USA,UNITED STATES,3319620,DURHAM,33017,STRAFFORD,33,NEW HAMPSHIRE,038243585,NH-01,NH-01,,16.523,JUVENILE ACCOUNTABILITY BLOCK GRANTS,,,04,,NATIONAL STUDY OF CHILDREN'S EXPOSURE TO VIOLENCE: TREND SURVEY WAVE II,NATIONAL STUDY OF CHILDREN'S EXPOSURE TO VIOLENCE: TREND SURVEY WAVE II,NON,,H,PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2010JFFX0001_1550/,2017-09-17,2012-12-04
1550_2012AWBX0058_FY2012-2012AWBX0058-00-NON_16.203_00,ASST_NON_2012AWBX0058_1550,2012AWBX0058,00,FY2012-2012AWBX0058-00-NON,SAI NOT AVAILABLE,191768.00,191768.00,,,0.00,0.00,0.00,0.00,0.00,0.00,191768.00,,,,,,2012-09-28,2012,2012-10-01,2014-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,WCEBGL8BKHA3,809579535,OREGON DEPARTMENT CORRECTIONS,OREGON DEPARTMENT OF CORRECTIONS,FK5NCN612GB4,043008317,"OREGON, STATE OF","OREGON, STATE OF",USA,UNITED STATES,2575 CENTER STREET NE,,67650,SILVERTON,41047,MARION,41,OR,OREGON,97381,,OR-05,OR-05,,,,SINGLE ZIP CODE,USA,UNITED STATES,4167650,SILVERTON,41047,MARION,41,OREGON,97381,OR-05,OR-05,,16.203,PROMOTING EVIDENCE INTEGRATION IN SEX OFFENDER MANAGEMENT DISCRETIONARY GRANT PROGRAM,,,04,,COSA OREGON,COSA OREGON,NON,,A,STATE GOVERNMENT,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012AWBX0058_1550/,2017-09-17,2012-12-04
1550_2012MCFXK020_FY2012-2012MCFXK020-00-NON_16.543_00,ASST_NON_2012MCFXK020_1550,2012MCFXK020,00,FY2014-2012MCFXK020-02-NON-00,SAI NOT AVAILABLE,450830.00,1408360.73,,,0.00,0.00,0.00,0.00,0.00,0.00,450830.00,,,,,,2012-09-28,2012,2012-07-01,2013-06-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,015-X-0405-000,015-0405,"41.0: Grants, subsidies, and contributions",0013: MISSING AND EXPLOITED CHILDREN,GJN5WVFCC6K4,879976215,GEORGIA BUREAU OF INVESTIGATION,GEORGIA BUREAU OF INVESTIGATION,CTCMTRLMYMS9,069230183,STATE OF GEORGIA,"GEORGIA, STATE OF",USA,UNITED STATES,3121 PANTHERSVILLE ROAD,,71996,SOUTH DECATUR,13089,DEKALB,13,GA,GEORGIA,30034,0000,GA-04,GA-90,,,,SINGLE ZIP CODE,USA,UNITED STATES,1371996,DECATUR,13089,DEKALB,13,GEORGIA,300340000,GA-04,GA-90,,16.543,MISSING CHILDREN'S ASSISTANCE,,,05,,GEORGIA INTERNET CRIMES AGAINST CHILDREN TASK FORCE,GEORGIA INTERNET CRIMES AGAINST CHILDREN TASK FORCE,NON,,A,STATE GOVERNMENT,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012MCFXK020_1550/,2017-09-17,2012-12-04
1550_2012DJBX0640_FY2012-2012DJBX0640-01-NON_16.738_01,ASST_NON_2012DJBX0640_1550,2012DJBX0640,01,FY2012-2012DJBX0640-01-NON,SAI NOT AVAILABLE,82000.00,5534275.00,,,0.00,0.00,0.00,0.00,0.00,0.00,82000.00,,,,,,2012-09-28,2012,2011-10-01,2015-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,015-X-0404-000,015-0404,"41.0: Grants, subsidies, and contributions",0007: JUSTICE ASSISTANCE GRANTS,EZG2Q34UZCH1,039361071,CRIME CONTROL AND PUBLIC SAFETY,NORTH CAROLINA DEPARTMENT OF CRIME CONTROL AN,,,,,USA,UNITED STATES,1201 FRONT STREET,SUITE 200,70620,WALKERS CROSSROADS,37183,WAKE,37,NC,NORTH CAROLINA,27609,7533,NC-13,NC-02,,,,SINGLE ZIP CODE,USA,UNITED STATES,3770620,RALEIGH,37183,WAKE,37,NORTH CAROLINA,276097533,NC-13,NC-02,,16.738,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT PROGRAM,,,04,,2012 STATE OF NORTH CAROLINA JUSTICE ASSISTANCE GRANT PROGRAM,2012 STATE OF NORTH CAROLINA JUSTICE ASSISTANCE GRANT PROGRAM,NON,,A,STATE GOVERNMENT,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012DJBX0640_1550/,2017-09-17,2012-12-04
1550_2012MCFXK010_FY2012-2012MCFXK010-00-NON_16.543_00,ASST_NON_2012MCFXK010_1550,2012MCFXK010,00,FY2014-2012MCFXK010-02-NON,SAI NOT AVAILABLE,310090.00,964486.00,,,0.00,0.00,0.00,0.00,0.00,0.00,310090.00,,,,,,2012-09-28,2012,2012-07-01,2013-06-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,GYHJND39AB79,128860215,"PUBLIC SAFETY, ALABAMA DEPT OF",STATE OF ALABAMA,HPVMN6F4P7J7,004027553,"ALABAMA, STATE OF","ALABAMA, STATE OF",USA,UNITED STATES,P. O. BOX 1511,,51000,MONTGOMERY,01101,MONTGOMERY,01,AL,ALABAMA,36102,1511,AL-02,AL-02,,,,SINGLE ZIP CODE,USA,UNITED STATES,0151000,MONTGOMERY,01101,MONTGOMERY,01,ALABAMA,361021511,AL-02,AL-02,,16.543,MISSING CHILDREN'S ASSISTANCE,,,05,,ICAC TASK FORCE - AL,ICAC TASK FORCE - AL,NON,,X,OTHER,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012MCFXK010_1550/,2017-09-17,2012-12-04
1550_2012MCFXK014_FY2012-2012MCFXK014-00-NON_16.543_00,ASST_NON_2012MCFXK014_1550,2012MCFXK014,00,FY2014-2012MCFXK014-02-NON,SAI NOT AVAILABLE,357751.00,1087010.00,,,0.00,0.00,0.00,0.00,0.00,0.00,357751.00,,,,,,2012-09-28,2012,2012-07-01,2013-06-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,MNEFBYCXRMR8,010522159,"GAINESVILLE, CITY OF",CITY OF GAINESVILLE,MNEFBYCXRMR8,010522159,"GAINESVILLE, CITY OF","GAINESVILLE, CITY OF",USA,UNITED STATES,P. O. BOX 490,STATION #6,25175,GAINESVILLE,12001,ALACHUA,12,FL,FLORIDA,32601,3400,FL-03,FL-03,,,,SINGLE ZIP CODE,USA,UNITED STATES,1225175,GAINESVILLE,12001,ALACHUA,12,FLORIDA,326013400,FL-03,FL-03,,16.543,MISSING CHILDREN'S ASSISTANCE,,,05,,INTERNET CRIMES AGAINST CHILDREN NORTH FLORIDA PROJECT,INTERNET CRIMES AGAINST CHILDREN NORTH FLORIDA PROJECT,NON,,X,OTHER,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012MCFXK014_1550/,2017-09-17,2012-12-04
1550_2012NYFX0024_FY2012-2012NYFX0024-00-NON_16.541_00,ASST_NON_2012NYFX0024_1550,2012NYFX0024,00,FY2014-2012NYFX0024-02-NON,SAI NOT AVAILABLE,124995.00,517418.00,,,0.00,0.00,0.00,0.00,0.00,0.00,124995.00,,,,,,2012-09-28,2012,2012-10-01,2014-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,LSWERD3XLNU8,051386258,"CITY OF MEMPHIS, TENNESSEE",CITY OF MEMPHIS,LSWERD3XLNU8,051386258,"CITY OF MEMPHIS, TENNESSEE","MEMPHIS, CITY OF",USA,UNITED STATES,201 POPLAR AVENUE,SUITE 12-06,28160,FRONT STREET,47157,SHELBY,47,TN,TENNESSEE,38103,1973,TN-09,TN-09,,,,SINGLE ZIP CODE,USA,UNITED STATES,4728160,MEMPHIS,47157,SHELBY,47,TENNESSEE,381031973,TN-09,TN-09,,16.541,"PART E - DEVELOPING, TESTING AND DEMONSTRATING PROMISING NEW PROGRAMS",,,04,,MEMPHIS YOUTH VIOLENCE/CAPACITY BUILDING PROJECT,MEMPHIS YOUTH VIOLENCE/CAPACITY BUILDING PROJECT,NON,,X,OTHER,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012NYFX0024_1550/,2017-09-17,2012-12-04
1550_2010MCCXK005_FY2012-2010MCCXK005-02-NON_16.543_02,ASST_NON_2010MCCXK005_1550,2010MCCXK005,02,FY2012-2010MCCXK005-02-NON,SAI NOT AVAILABLE,296329.00,858572.00,,,0.00,0.00,0.00,0.00,0.00,0.00,296329.00,,,,,,2012-09-28,2012,2010-04-01,2013-06-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,LGKUUQQL3GT9,613665769,COUNTY OF FRESNO CALIFORNIA,COUNTY OF FRESNO,HVB4BDD4ZJ24,078787397,COUNTY OF FRESNO,"FRESNO, COUNTY OF (INC)",USA,UNITED STATES,2200 FRESNO,,27000,FRESNO,06019,FRESNO,06,CA,CALIFORNIA,93721,0000,CA-20,CA-21,,,,SINGLE ZIP CODE,USA,UNITED STATES,0627000,FRESNO,06019,FRESNO,06,CALIFORNIA,937210000,CA-20,CA-21,,16.543,MISSING CHILDREN'S ASSISTANCE,,,05,,CONTINUATION FUNDING FOR THE FRESNO ICAC,CONTINUATION FUNDING FOR THE FRESNO ICAC,NON,,B,COUNTY GOVERNMENT,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2010MCCXK005_1550/,2017-09-17,2012-12-04
1550_2011MCCXK022_FY2012-2011MCCXK022-01-NON_16.543_01,ASST_NON_2011MCCXK022_1550,2011MCCXK022,01,FY2013-2011MCCXK022-02-NON,SAI NOT AVAILABLE,250041.00,776482.00,,,0.00,0.00,0.00,0.00,0.00,0.00,250041.00,,,,,,2012-09-28,2012,2011-04-01,2013-06-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,NGFLGJTC9HR8,808881601,STATE PATROL NEBRASKA,NEBRASKA STATE PATROL,ZNXUM59GJ8B9,007496631,STATE OF NEBRASKA,"NEBRASKA, STATE OF",USA,UNITED STATES,BOX 94907,,91753,LINCOLN,31109,LANCASTER,31,NE,NEBRASKA,68509,4907,NE-01,NE-01,,,,SINGLE ZIP CODE,USA,UNITED STATES,3191753,LINCOLN,31109,LANCASTER,31,NEBRASKA,685094907,NE-01,NE-01,,16.543,MISSING CHILDREN'S ASSISTANCE,,,05,,NEBRASKA INTERNET CRIMES AGAINST CHILDREN TASK FORCE FY11,NEBRASKA INTERNET CRIMES AGAINST CHILDREN TASK FORCE FY11,NON,,A,STATE GOVERNMENT,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2011MCCXK022_1550/,2017-09-17,2012-12-04
1550_2012MCFXK034_FY2012-2012MCFXK034-00-NON_16.543_00,ASST_NON_2012MCFXK034_1550,2012MCFXK034,00,FY2014-2012MCFXK034-02-NON,SAI NOT AVAILABLE,237531.00,754038.00,,,0.00,0.00,0.00,0.00,0.00,0.00,237531.00,,,,,,2012-09-28,2012,2012-07-01,2013-06-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,XTL2C874AZN7,073976706,CITY OF PORTSMOUTH NH,CITY OF PORTSMOUTH,XTL2C874AZN7,073976706,CITY OF PORTSMOUTH NH,CITY OF PORTSMOUTH,USA,UNITED STATES,1 JUNKINS AVE,,74420,ROCKINGHAM,33015,ROCKINGHAM,33,NH,NEW HAMPSHIRE,03801,4554,NH-01,NH-01,,,,SINGLE ZIP CODE,USA,UNITED STATES,3374420,PORTSMOUTH,33015,ROCKINGHAM,33,NEW HAMPSHIRE,038014554,NH-01,NH-01,,16.543,MISSING CHILDREN'S ASSISTANCE,,,05,,"TO IDENTIFY, INVESTIGATE, AND ARREST CRIMINALS WHO THROUGH THE USE OF DIGITAL TECHNOLOGIES SEEK TO EXPLOIT CHILDREN FOR PERSONAL OR COMMERCIAL GAIN.","TO IDENTIFY, INVESTIGATE, AND ARREST CRIMINALS WHO THROUGH THE USE OF DIGITAL TECHNOLOGIES SEEK TO EXPLOIT CHILDREN FOR PERSONAL OR COMMERCIAL GAIN.",NON,,X,OTHER,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012MCFXK034_1550/,2017-09-17,2012-12-04
1550_2010MCCXK008_FY2012-2010MCCXK008-02-NON_16.543_02,ASST_NON_2010MCCXK008_1550,2010MCCXK008,02,FY2012-2010MCCXK008-02-NON,SAI NOT AVAILABLE,221893.00,661124.00,,,0.00,0.00,0.00,0.00,0.00,0.00,221893.00,,,,,,2012-09-28,2012,2010-04-01,2013-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,J6MKK4WPB5Y8,838685352,DELAWARE DEPARTMENT OF JUSTICE,DELAWARE DEPARTMENT OF JUSTICE,NC8UMSACCLN5,042258020,"DELAWARE, STATE OF","DELAWARE, STATE OF",USA,UNITED STATES,820 N. FRENCH STREET,,77580,WILMINGTON,10003,NEW CASTLE,10,DE,DELAWARE,19801,0000,DE-00,DE-00,,,,SINGLE ZIP CODE,USA,UNITED STATES,1077580,WILMINGTON,10003,NEW CASTLE,10,DELAWARE,198010000,DE-00,DE-00,,16.543,MISSING CHILDREN'S ASSISTANCE,,,05,,DELAWARE CHILD PREDATOR TASK FORCE TO CONTINUE ITS MISSION TO ARREST AND PROSECUTE ONLINE CHILD SEXUAL EXPLOITATION OFFENDERS.,DELAWARE CHILD PREDATOR TASK FORCE TO CONTINUE ITS MISSION TO ARREST AND PROSECUTE ONLINE CHILD SEXUAL EXPLOITATION OFFENDERS.,NON,,A,STATE GOVERNMENT,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2010MCCXK008_1550/,2017-09-17,2013-06-18
1550_2012MCFXK033_FY2012-2012MCFXK033-00-NON_16.543_00,ASST_NON_2012MCFXK033_1550,2012MCFXK033,00,FY2014-2012MCFXK033-02-NON,SAI NOT AVAILABLE,272559.00,850770.00,,,0.00,0.00,0.00,0.00,0.00,0.00,272559.00,,,,,,2012-09-28,2012,2012-07-01,2013-06-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,MSJGNJQ4H6K5,808188551,ATTORNEY GENERAL OF NEW MEXICO,NEW MEXICO ATTORNEY GENERAL'S OFFICE,HZNLG2TFXLZ2,007111818,NM ST DEPARTMENT OF HUMAN SERVICES,,USA,UNITED STATES,407 GALISTEO STREET,BATAAN BUILDING ROOM 260,65010,SANTA FE,35029,LUNA,35,NM,NEW MEXICO,87501,2641,NM-03,NM-03,,,,SINGLE ZIP CODE,USA,UNITED STATES,3565010,SANTA FE,35049,SANTA FE,35,NEW MEXICO,875012641,NM-03,NM-03,,16.543,MISSING CHILDREN'S ASSISTANCE,,,05,,OJJDP FY 2012 INTERNET CRIMES AGAINST CHILDREN TASK FORCE CONTINUATIONS PROGRAM,OJJDP FY 2012 INTERNET CRIMES AGAINST CHILDREN TASK FORCE CONTINUATIONS PROGRAM,NON,,A,STATE GOVERNMENT,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012MCFXK033_1550/,2017-09-17,2012-12-04
1550_2012CVBXK056_FY2012-2012CVBXK056-00-NON_16.818_00,ASST_NON_2012CVBXK056_1550,2012CVBXK056,00,FY2017-2012CVBXK056-01-NON-03,SAI NOT AVAILABLE,749998.00,985788.36,,,0.00,0.00,0.00,0.00,0.00,0.00,749998.00,,,,,,2012-09-28,2012,2012-10-01,2014-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,015-X-0404-000,015-0404,"41.0: Grants, subsidies, and contributions",0080: CHILDREN EXPOSED TO VIOLENCE,MUFDFLWLFDT5,072632482,INTERNATIONAL ASSOCIATION OF CHIEFS OF POLICE,INTERNATIONAL ASSOCIATION OF CHIEFS OF POLICE,,,,,USA,UNITED STATES,515 NORTH WASHINGTON STREET,,01000,ALEXANDRIA,51510,ALEXANDRIA,51,VA,VIRGINIA,22314,2357,VA-08,VA-08,,,,SINGLE ZIP CODE,USA,UNITED STATES,5101000,ALEXANDRIA,51510,ALEXANDRIA (CITY),51,VIRGINIA,223142357,VA-08,VA-08,,16.818,CHILDREN EXPOSED TO VIOLENCE,,,05,,ENHANCING LAW ENFORCEMENT  RESPONSE TO CHILDREN EXPOSED TO VIOLENCE,ENHANCING LAW ENFORCEMENT  RESPONSE TO CHILDREN EXPOSED TO VIOLENCE,NON,,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THEN INSTITUTION OF HIGHER EDUCATION),,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012CVBXK056_1550/,2017-09-17,2012-12-04
1550_2012MUFX0003_FY2012-2012MUFX0003-00-NON_16.123_00,ASST_NON_2012MUFX0003_1550,2012MUFX0003,00,FY2012-2012MUFX0003-00-NON,SAI NOT AVAILABLE,500000.00,500000.00,,,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,,,,,,2012-09-28,2012,2012-10-01,2013-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,FXKMA43NTV21,051113330,BAYLOR COLLEGE OF MEDICINE,BAYLOR COLLEGE OF MEDICINE,FXKMA43NTV21,051113330,BAYLOR COLLEGE OF MEDICINE,BAYLOR COLLEGE OF MEDICINE,USA,UNITED STATES,ONE BAYLOR PLAZA,,26420,HOUSTON,48201,HARRIS,48,TX,TEXAS,77030,3411,TX-02,TX-09,,,,SINGLE ZIP CODE,USA,UNITED STATES,4826420,HOUSTON,48201,HARRIS,48,TEXAS,770303411,TX-02,TX-09,,16.123,COMMUNITY-BASED VIOLENCE PREVENTION PROGRAM,,,04,,ENVIRONMENTAL AND PERSONAL FACTORS IN COMMUNITY BASED,ENVIRONMENTAL AND PERSONAL FACTORS IN COMMUNITY BASED,NON,,O,PRIVATE INSTITUTION OF HIGHER EDUCATION,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012MUFX0003_1550/,2017-09-17,2012-12-04
1550_2012DJBX0504_FY2012-2012DJBX0504-01-NON_16.738_01,ASST_NON_2012DJBX0504_1550,2012DJBX0504,01,FY2012-2012DJBX0504-01-NON-04,SAI NOT AVAILABLE,56000.00,1806484.25,,,0.00,0.00,0.00,0.00,0.00,0.00,56000.00,,,,,,2012-09-28,2012,2011-10-01,2015-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,015-X-0404-000,015-0404,"41.0: Grants, subsidies, and contributions",0007: JUSTICE ASSISTANCE GRANTS,QHFBMDKNENK7,807853015,OFFICE OF POLICY & MANAGEMENT,CONNECTICUT OFFICE OF POLICY AND MANAGEMENT,D9SNFDRCW3W7,004534830,SECRETARY OF STATE CONNECTICUT,"CONNECTICUT, STATE OF",USA,UNITED STATES,450 CAPITOL AVENUE,MS #52CPD,37000,HARTFORD,09003,HARTFORD,09,CT,CONNECTICUT,06106,1308,CT-01,CT-01,,,,SINGLE ZIP CODE,USA,UNITED STATES,0937000,HARTFORD,09003,HARTFORD,09,CONNECTICUT,061061308,CT-01,CT-01,,16.738,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT PROGRAM,,,04,,2012 EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE (JAG) GRANT,2012 EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE (JAG) GRANT,NON,,A,STATE GOVERNMENT,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012DJBX0504_1550/,2017-09-17,2012-12-04
